pc_id,Constituency,State,Name,Party,QueerStatement,queer_text,Quote,Link 1,Link 2,Link 3,Link 4,Link 5,Link 6,Link 7,Link 8,Link 9,Link 10,Link 11,Link 12,Trans Rights,LGBTQIA+ Rights,377 Against,377 For,TA FOR,TA AMEND,Homophobe,pc_category,Link
1902,Alipurduars,West Bengal,John Barla,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
3323,Karur,Tamil Nadu,Jothimani,Indian National Congress,1,Vocal on LGBTQIA+ Issues,Respect for individual choices is a cornerstone for equality. Denial of self-expression is a type of death. The LGBT community possess rights like others.,https://twitter.com/jothims/status/849242863783133184,https://twitter.com/jothims/status/603429190348644352,https://twitter.com/jothims/status/512857449238245376,https://twitter.com/jothims/status/1037587942884220929,https://twitter.com/jothims/status/620968978047832064,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=8344&lsno=17,https://www.outlookindia.com/magazine/story/india-news-an-apsara-in-politics/301078,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=5464,https://twitter.com/thirunangai/status/1466577784990408711?s=21,,,,✓,✓,✓,,,,,GEN,https://pinklistindia.com/map/karur
2102,Sundargarh,Orissa,Jual Oram,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
106,Jammu,Jammu & Kashmir,Jugal Kishore Sharma,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,GEN,https://pinklistindia.com/map/jammu
1935,Purulia,West Bengal,Jyotirmoy Singh Mahato,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2204,Korba,Chhattisgarh,Jyotsna Mahant,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3301,Thiruvallur,Tamil Nadu,K Jeyakumar,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
3203,Vadakara,Kerala,K Muraleedharan,Indian National Congress,1,Vocal on LGBTQIA+ Issues,"Was the keynote speaker for an International Day Against Homophobia, Transphobia, and Biphobia organised by Queerythm.",https://queerythm.files.wordpress.com/2017/05/international-day-against-homophobia-transphobia-and-biphobia.pdf,https://timesofindia.indiatimes.com/city/thiruvananthapuram/zero-hiv-surveillance-centre-opened-for-transgender-people/articleshow/67168845.cms,,,,,,,,,,,✓,✓,,,,,,GEN,https://pinklistindia.com/map/vadakara
3321,Pollachi,Tamil Nadu,K Shamugasundaram,Dravida Munnetra Kazhagam,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3318,Tiruppur,Tamil Nadu,K Subbarayan,Communist Party of India,1,Vocal on LGBTQIA+ Issues,Asked a question in Parliament on whether the Government has made an evaluation of the population of transgender in the latest census and the steps taken to make the necessary estimation of the transgender population in the country?,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=57241&lsno=14,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/tiruppur
3202,Kannur,Kerala,K Sudhakaran,Indian National Congress,1,Vocal on LGBTQIA+ Issues,Proud moment to have a transgender as the National General Secretary of Mahila Congress.,https://hi-in.facebook.com/ksudhakaraninc/posts/proud-moment-in-the-history-of-indian-politicsfirst-ever-transgender-to-be-natio/2014497335299182/,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/kannur
817,Barmer,Rajasthan,Kailash Choudhary,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1917,Barasat,West Bengal,Kakoli Ghosh Dastidar,All India Trinamool Congress,1,Vocal on LGBTQIA+ Issues,"If we have to do justice to a transgender couple or a same sex couple, then they must be mentioned in this bill (with regards to the regulations put in the Surrogacy Bill).",http://164.100.47.193/newdebate/16/16/19122018/Fullday.pdf,https://loksabha.nic.in/Members/result16.aspx?dbsl=6470,http://loksabhaph.nic.in/Debates/Result16.aspx?dbsl=14778,https://www.youtube.com/watch?v=IYzkYH2-scw,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,http://loksabhadocs.nic.in/debatestextmk/17/VII/01.12.2021.pdf,,,,,,,✓,,✓,,,✓,,GEN,https://pinklistindia.com/map/barasat
2601,Dadra and Nagar Haveli,Dadra & Nagar Haveli,Kalaben Delkar,Shiv Sena,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3302,Chennai North,Tamil Nadu,Kalanidhi Veeraswamy,Dravida Munnetra Kazhagam,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1927,Sreerampur,West Bengal,Kalyan Banerjee,All India Trinamool Congress,1,Vocal on LGBTQIA+ Issues,"I stand in support of the Transgender Person (Protection of Rights) Bill, 2019.",https://www.youtube.com/watch?v=FRfx0fOyxv4,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=816,,,,,,,,,,,✓,,,,,✓,,GEN,https://pinklistindia.com/map/sreerampur
967,Bansgaon,Uttar Pradesh,Kamlesh Paswan,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
820,Banswara,Rajasthan,Kanak Mal Katara,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
3336,Thoothukudi,Tamil Nadu,Kanimozhi,Dravida Munnetra Kazhagam,1,Vocal on LGBTQIA+ Issues,Personal choices we make in our lives should not be dictated by law. Well done SC for this historic verdict.,https://twitter.com/KanimozhiDMK/status/1037601958457032704,https://twitter.com/KanimozhiDMK/status/1037601559264165889,https://twitter.com/talktoapsara/status/1258399637406441474,https://www.thenewsminute.com/article/dmk-leader-kanimozhi-contest-2019-lok-sabha-polls-93111,https://www.thenewsminute.com/article/kerala-marches-forward-lgbtq-community-tamil-nadu-can-only-envy-progress-next-door-59448,https://www.ndtv.com/india-news/will-section-377-go-for-gay-sex-political-leaders-not-too-keen-1249434,https://mumbaimirror.indiatimes.com/news/india/tn-declares-eunuchs-third-gender/articleshow/15808536.cms,https://www.thehindu.com/news/cities/Coimbatore/transwoman-wins-on-dmk-ticket-in-namakkal/article30464287.ece,https://www.thenewsminute.com/article/self-respect-weddings-transgender-rights-karunanidhi-leader-minorities-86159,https://www.dnaindia.com/india/report-riding-the-rainbow-2743758,https://twitter.com/thirunangai/status/1468566341342793728?s=21,,✓,✓,✓,,,,,GEN,https://pinklistindia.com/map/thoothukudi
2826,Narsapuram,Andhra Pradesh,Kanumuru Raghu Rama Krishna Raju,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2723,Bhiwandi,Maharashtra,Kapil Moreshwar Patil,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2908,Koppal,Karnataka,Karadi Sanganna Amarappa,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3331,Sivaganga,Tamil Nadu,Karti Chidambaram,Indian National Congress,1,Vocal on LGBTQIA+ Issues,"""This law excludes many people, rather than it includes. When I have given you so many instances of unconventional births and unconventional unions in our Hindu epics, this law only allows married people to have access to this technology. It does not allow LGBTQ people to have access to this technology.""",https://www.facebook.com/karti.chidambaram/posts/why-an-openly-gay-pm-such-as-leo-varadkar-is-an-impossibility-in-indiahttpwwwhin/1360127684068682/,https://twitter.com/KartiPC/status/411043258186215424,https://twitter.com/KartiPC/status/410694509379739648,https://twitter.com/KartiPC/status/694469346538577920,http://loksabhadocs.nic.in/debatestextmk/17/VII/01.12.2021.pdf,,,,,,,,,✓,✓,,,,,GEN,https://pinklistindia.com/map/sivaganga
934,Mohanlalganj,Uttar Pradesh,Kaushal Kishore,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
1029,Nalanda,Bihar,Kaushalendra Kumar,Janata Dal (United),1,Vocal on LGBTQIA+ Issues,"The transgender community, even today, is ostracised by the society at large.",http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=816,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,✓,,✓,,,,,GEN,https://pinklistindia.com/map/nalanda
1018,Siwan,Bihar,Kavita Singh,Janata Dal (United),0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2816,Mahabubabad,Telangana,Kavitha Maloth,Telangana Rashtra Samithi,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
2426,Valsad,Gujarat,KC Patel,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
951,Phulpur,Uttar Pradesh,Keshari Devi Patel,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2829,Vijayawada,Andhra Pradesh,Kesineni Srinivas,Telugu Desam Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1907,Maldaha Uttar,West Bengal,Khagen Murmu,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1909,Jangipur,West Bengal,Khalilur Rahman,All India Trinamool Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1201,Arunachal West,Arunachal Pradesh,Kiren Rijiju,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"1.Everybody has the right to get equal space.
2. When it comes to marriage, it needs to be discussed. India has many ancient traditions and a rich culture. There is a mixture of many religions in the country
3.“People want their chosen representatives to debate. The real power in a democracy lies with the people. These people run themselves through the medium of the constitution. There should be a widespread discussion on major issues in the country,” 
4.“State governments should also contribute and have a role. There should be a discussion about change. In a democracy, the people are the owners.”
5.“The Supreme Court will decide on such a sacred bond as marriage, or the people of India will decide. This should not be considered a government issue,”
6.“The government is not interfering in the personal life, personal activities of anybody. So there should be no confusion. When it comes to an issue related to the institution of marriage, then it is a matter of policy.”
7.“Personal freedom and personal activities of individuals of the citizens are never being disturbed, regulated, questioned by the government. You must be very clear about it. There is a clear distinction,”
8.“If any law, passed by the Parliament, is not following the spirit of the Constitution, the Supreme Court has an option to alter that, pass an adverse judgement or refer it back to the Parliament,” Rijiju argued while speaking at the India Today Conclave 2023.
9.“A person of any sex can choose to live a particular life. But when you talk about marriage, it is an institution...guided by different provisions and laws,”",http://www.gaylaxymag.com/latest-news/kiren-rijiju-union-minister-of-state-for-home-affairs-bats-for-lgbt-rights/#gs.5v5xh4,https://www.indiatoday.in/law/story/same-sex-marriage-cannot-be-decided-by-some-people-law-minister-rijiju-2363482-2023-04-22,https://twitter.com/aajtak/status/1649806770762829824,https://www.google.com/amp/s/www.hindustantimes.com/india-news/on-same-sex-marriage-kiren-rijiju-wants-to-leave-it-to-101679123210820-amp.html,https://www.google.com/amp/s/indianexpress.com/article/india/same-sex-marriage-law-minister-rijiju-matter-of-policy-8494384/lite/,,,,,,,,,✓,,,,,,GEN,https://pinklistindia.com/map/arunachal-west
2408,Ahmedabad West,Gujarat,Kirit Solanki,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"This government has introduced the Transgender Person (Protection of Rights) Bill, which provides legal protection to the community.",https://twitter.com/drkiritpsolanki/status/936057985629011968,https://twitter.com/drkiritpsolanki/status/911124456734470144,https://www.youtube.com/watch?v=4PJPTwpWsG4,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=816,,,,,,,,✓,,,✓,✓,,,SC,https://pinklistindia.com/map/ahmedabad-west
401,Chandigarh,Chandigarh,Kirron Kher,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,I'd like to eradicate the stereotype that men have a choice over their sexual preferences.,https://twitter.com/KirronKherBJP/status/1037710286369828864,https://www.bollywoodlife.com/news-gossip/kirron-kher-id-like-to-eradicate-the-stereotype-that-men-have-a-choice-in-deciding-their-sexual-preferences-497639/,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/Kirron-Kher-Bollywood-is-filled-with-closeted-gays-who-pretend-to-be-straight/articleshow/46941640.cms,https://twitter.com/KirronKherBJP/status/761490825515708416,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=72096&lsno=16,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=18301&lsno=16,http://loksabhadocs.nic.in/debatestextmk/17/I/05.08.2019f.pdf,https://www.youtube.com/watch?v=Pg-KaxHcskc,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=816,,,,✓,✓,✓,,,✓,,GEN,https://pinklistindia.com/map/chandigarh
959,Gonda,Uttar Pradesh,Kirti Vardhan Singh,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,GEN,https://pinklistindia.com/map/gonda
201,Kangra,Himachal Pradesh,Kishan Kapoor,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3216,Mavelikara,Kerala,Kodikunnil Suresh,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2814,Bhuvanagiri,Telangana,Komatireddy Venkat Reddy,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2827,Eluru,Andhra Pradesh,Kotagiri Sridhar,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2806,Medak,Telangana,Kotha Prabhakar Reddy,Telangana Rashtra Samithi,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1801,Karimganj,Assam,Kripanath Mallah,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
610,Faridabad,Haryana,Krishan Pal Gurjar,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"For the upliftment of the transgender community, to ensure that they get their due rights, to prevent further discrimination against them, we bring to you the Transgender Persons(Protection of Rights) Bill.",https://www.youtube.com/watch?v=SqzoPEGVkrQ,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=816,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,✓,,,✓,✓,,,GEN,https://pinklistindia.com/map/faridabad
2304,Guna,Madhya Pradesh,Krishna Pal Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2709,Ramtek,Maharashtra,Krupal Tumane,Shiv Sena,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
3501,Andaman and Nicobar Islands,Andaman & Nicobar,Kuldeep Rai Sharma,Indian National Congress,1,Vocal on LGBTQIA+ Issues,Raised a question in Parliament on the provision of reservation to transgender persons in education and employment.,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=3919,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/andaman-and-nicobar-islands
1933,Jhargram,West Bengal,Kunar Hembram,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
909,Amroha,Uttar Pradesh,Kunwar Danish Ali,Bahujan Samaj Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2837,Hindupur,Andhra Pradesh,Kuruva Gorantla Madhav,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1028,Munger,Bihar,Lalan Singh,Janata Dal (United),0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
954,Faizabad,Uttar Pradesh,Lallu Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2501,Daman and Diu,Daman & Diu,Lalubhai Patel,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2831,Narasaraopet,Andhra Pradesh,Lavu Sri Krishna Devarayalu,YSR Congress Party,1,Vocal on LGBTQIA+ Issues,We should have provisions for the people who are having same sex relation.  Even those people want to have a baby.  Let us give them the provisions of having a baby through surrogacy.,http://164.100.47.194/Loksabha/Debates/Result17.aspx?dbsl=822,,,,,,,,,,,,,✓,,,,,,GEN,https://pinklistindia.com/map/narasaraopet
1928,Hooghly,West Bengal,Locket Chatterjee,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Gold Factory has crafted a new form of expression for the LGBT community with a range of jewellery, appropriately called ""Freedom."" The collection was launched by actress Locket Chatterjee who described it as a “beautiful gift” for the community.",https://www.telegraphindia.com/states/west-bengal/gold-for-the-bold/cid/1272089,,,,,,,,,,,,,✓,,,,,,GEN,https://pinklistindia.com/map/hooghly
3329,Nagapattinam,Tamil Nadu,M Selvaraj,Communist Party of India,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2840,Tirupati,Andhra Pradesh,Maddila Gurumoorthy,YSR Congress Party,1,Vocal on LGBTQIA+ Issues,https://loksabha.nic.in/Questions/QResult15.aspx?qref=34930&lsno=17,,,,,,,,,,,,,✓,,,,,,,SC,
2833,Ongole,Andhra Pradesh,Magunta Sreenivasulu Reddy,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1035,Karakat,Bihar,Mahabali Singh,Janata Dal (United),0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2409,Surendranagar,Gujarat,Mahendra Munjapara,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
976,Chandauli,Uttar Pradesh,Mahendra Nath Pandey,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted in favour of introducing Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,✓,✓,,,,,GEN,https://pinklistindia.com/map/chandauli
2321,Dewas,Madhya Pradesh,Mahendra Singh Solanki,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2109,Dhenkanal,Orissa,Mahesh Sahoo,Biju Janata Dal,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
913,Gautam Buddha Nagar,Uttar Pradesh,Mahesh Sharma,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1912,Krishnanagar,West Bengal,Mahua Moitra,All India Trinamool Congress,1,Vocal on LGBTQIA+ Issues,"Bar Council urges SC not to hear same-sex marriage case, says 99% Indians opposed to it! Gentlemen - have you truly lost your minds? You are oath bound to protect constitutional morality, not popular sentiment. Even if 1 person’s freedom is encroached on, SC bound to hear it.",https://twitter.com/MahuaMoitra/status/1364894221652553733?s=20,https://twitter.com/MahuaMoitra/status/1641691130197573632?s=20,https://twitter.com/MahuaMoitra/status/1650409138214563840,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
501,Tehri Garhwal,Uttarakhand,Mala Rajya Laxmi Shah,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1923,Kolkata Dakshin,West Bengal,Mala Roy,All India Trinamool Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
904,Bijnor,Uttar Pradesh,Malook Nagar,Bahujan Samaj Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
938,Sultanpur,Uttar Pradesh,Maneka Gandhi,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"I sincerely apologise for using the term ‘other ones’ during the debate on the  Trafficking of Persons (Prevention, Protection and Rehabilitation) Bill, 2018, in Lok Sabha. I did not ‘snigger’, I was embarrassed at my own lack of knowledge.",https://www.youtube.com/watch?v=TT-XX6v48q4,https://twitter.com/Manekagandhibjp/status/1023883776433115137,,,,,,,,,,,✓,,,,,,✓,GEN,https://pinklistindia.com/map/sultanpur
2902,Belagavi,Karnataka,Mangala Suresh Angadi,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3334,Virudhunagar,Tamil Nadu,Manicka Tagore,Indian National Congress,1,Vocal on LGBTQIA+ Issues,"""Humans and animals have a difference! Discernment! #LGBT,"" he said in response to a homophobic tweet.",http://164.100.47.194/Loksabha/Questions/QResult15.aspx?qref=106676&lsno=15,https://twitter.com/manickamtagore/status/1038311025571819521,,,,,,,,,,,,✓,,,,,,GEN,https://pinklistindia.com/map/virudhunagar
306,Anandpur Sahib,Punjab,Manish Tewari,Indian National Congress,1,Vocal on LGBTQIA+ Issues,"1.They (the LGBTQA+ community) are people who have a different orientation but that doesn't mean that they are not entitled to constitutional rights as any other human being.
2.How will this affidavit square up against a Constitution Bench judgement of the Supreme Court in 2018 that read down Section 377 of the IPC ?
3. Lok Sabha MP Manish Tewari said he too supported same-sex marriage in his personal capacity. “I do not speak for the Congress. My personal view as an MP is that after a five-judge Constitution Bench of the Supreme Court read down Section 377 of the IPC unanimously… there is no criminality if people of the same sex cohabit. Under those circumstances, a law that legalises that relationship should be a natural corollary,” ",https://economictimes.indiatimes.com/news/politics-and-nation/section-377-archaic-has-no-place-in-21st-century-congress/articleshow/62419046.cms?from=mdr,https://www.business-standard.com/article/news-ani/tewari-condemns-nda-regime-s-objection-to-giving-constitutional-rights-to-lgbt-community-114091100261_1.html,https://twitter.com/ANI/status/670807360257003520,https://scroll.in/latest/895172/rss-thinks-of-ram-mandir-only-when-elections-come-closer-says-congress,https://www.newindianexpress.com/entertainment/hindi/2016/feb/28/Aligarh-Banned-in-Aligarh-897849.html,https://twitter.com/ManishTewari/status/670794653898293248,https://twitter.com/fpa360/status/1254889527874740224,https://twitter.com/ManishTewari/status/1634903903652425728,https://www.google.com/amp/s/indianexpress.com/article/political-pulse/same-sex-marriage-opposition-parties-cautious-supreme-court-section-377-8497168/lite/,,,,✓,✓,✓,,,,,GEN,https://pinklistindia.com/map/anandpur-sahib
2107,Bhadrak,Orissa,Manjulata Mandal,Biju Janata Dal,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2811,Mahabubnagar,Telangana,Manne Srinivas Reddy,Telangana Rashtra Samithi,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2728,Mumbai North East,Maharashtra,Manoj Kotak,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
810,Karauli-Dholpur,Rajasthan,Manoj Rajoria,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,SC,https://pinklistindia.com/map/karauli-dholpur
702,North East Delhi,Delhi,Manoj Tiwari,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"उन्होंने एक बात कही थी, अब सुनने में अजीब सा लगता ह, लेकिन हमें अपने मन में उस शब्द के प्रति जो भाव है, उसे बदलना पड़ेगा, कि हिजडा संस्कृती को संरक्षित करने की आवश्यकता है।",https://www.youtube.com/watch?v=hbGNPsJ1zfk&list=LLeRXLd8hDVDBq7b-4UvSRdA&index=345,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=816,,,,,,,,,,,✓,,,,✓,,,GEN,https://pinklistindia.com/map/north-east-delhi
2422,Bharuch,Gujarat,Mansukhbhai Vasava,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2825,Rajahmundry,Andhra Pradesh,Margani Bharat,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
